project_id,project_name,district,project_type,total_acres,land_acquired_pct,approval_days_pending,compensation_disbursed_pct,legal_cases_count,ownership_disputes,rnp_progress_pct,possession_pct,affected_families,doc_deficiency_score,historical_district_delay_avg,delay_label,actual_delay_days,intervention_taken,intervention_date
3769,Pune Railway Project #3769,Pune,Railway,879.7,82.0,99,68.8,5,5,49.6,18.7,240,0.344,88.2,0,2,,
3770,Nashik Highway Project #3770,Nashik,Highway,129.8,67.8,82,36.6,4,15,57.1,72.0,704,0.388,74.8,1,18,,
3771,Nashik Railway Project #3771,Nashik,Railway,697.4,70.2,6,78.4,0,3,87.4,12.0,457,0.891,64.4,0,14,,
3772,Pune Metro Project #3772,Pune,Metro,696.1,84.9,106,31.6,1,3,66.9,45.1,622,0.588,67.2,0,4,,
3773,Mumbai Highway Project #3773,Mumbai,Highway,685.6,61.6,44,71.6,3,10,11.6,47.5,635,0.759,156.0,1,120,,
3774,Nagpur Irrigation Project #3774,Nagpur,Irrigation,945.2,51.9,58,36.5,7,2,25.6,20.5,377,0.673,104.5,1,151,,
3775,Nagpur Highway Project #3775,Nagpur,Highway,831.9,67.3,20,10.8,4,7,41.4,10.9,563,0.529,113.0,1,165,,
3776,Nashik Metro Project #3776,Nashik,Metro,89.9,36.8,27,67.0,6,7,95.4,16.4,38,0.792,78.2,0,12,,
3777,Nagpur Metro Project #3777,Nagpur,Metro,497.5,26.4,2,20.2,1,1,17.0,50.2,286,0.971,128.3,0,6,,
3778,Pune Highway Project #3778,Pune,Highway,428.1,65.5,13,69.3,7,15,73.9,31.6,618,0.967,101.8,0,8,,
3779,Mumbai Metro Project #3779,Mumbai,Metro,344.6,31.0,1,93.3,4,15,13.0,16.2,712,0.789,129.8,1,152,,
3780,Pune Railway Project #3780,Pune,Railway,478.8,17.2,28,97.2,3,4,42.6,33.1,388,0.487,93.0,0,2,,
3781,Aurangabad Railway Project #3781,Aurangabad,Railway,415.0,10.0,17,31.2,8,15,79.3,57.6,47,0.163,107.4,1,161,,
3782,Nashik Highway Project #3782,Nashik,Highway,460.7,64.7,36,82.8,5,12,41.0,76.8,216,0.044,79.9,0,8,,
3783,Nagpur Railway Project #3783,Nagpur,Railway,980.3,42.6,44,41.8,3,15,48.7,47.1,715,0.231,134.8,1,36,,
3784,Aurangabad Railway Project #3784,Aurangabad,Railway,134.2,77.7,44,91.0,7,8,91.5,65.2,661,0.34,96.9,0,4,,
3785,Nagpur Irrigation Project #3785,Nagpur,Irrigation,926.1,43.8,23,80.9,2,11,16.0,63.7,298,0.13,120.2,0,7,,
3786,Mumbai Highway Project #3786,Mumbai,Highway,506.2,53.7,119,16.7,12,13,57.5,90.7,502,0.225,158.3,1,89,,
3787,Mumbai Metro Project #3787,Mumbai,Metro,642.6,46.6,45,46.6,9,14,43.0,26.1,778,0.084,146.6,1,104,,
3788,Mumbai Highway Project #3788,Mumbai,Highway,838.7,68.6,11,40.4,1,8,96.7,52.9,234,0.524,167.5,0,6,,
3789,Nagpur Railway Project #3789,Nagpur,Railway,392.4,42.1,52,80.7,6,6,81.4,66.9,461,0.126,116.0,0,1,,
3790,Aurangabad Irrigation Project #3790,Aurangabad,Irrigation,458.9,96.7,44,46.9,11,13,21.0,56.8,37,0.743,107.0,1,171,,
3791,Mumbai Highway Project #3791,Mumbai,Highway,439.0,94.3,31,71.6,3,3,93.5,50.5,711,0.333,139.3,0,5,,
3792,Aurangabad Highway Project #3792,Aurangabad,Highway,406.0,86.3,17,64.2,3,3,29.0,97.6,766,0.672,111.5,0,6,,
3793,Nagpur Railway Project #3793,Nagpur,Railway,929.3,92.8,12,97.8,9,9,17.6,94.8,343,0.883,89.8,0,7,,
3794,Aurangabad Railway Project #3794,Aurangabad,Railway,837.5,50.4,3,94.4,8,10,58.7,65.0,382,0.086,107.5,0,4,,
3795,Nagpur Highway Project #3795,Nagpur,Highway,153.5,58.3,22,48.5,1,6,76.3,49.6,570,0.989,132.7,0,0,,
3796,Nagpur Railway Project #3796,Nagpur,Railway,152.7,76.8,61,75.1,0,2,74.4,78.0,310,0.645,106.0,0,2,,
3797,Nashik Railway Project #3797,Nashik,Railway,456.5,72.7,53,84.7,6,2,58.1,56.2,213,0.053,53.8,0,9,,
3798,Nagpur Railway Project #3798,Nagpur,Railway,143.7,90.2,73,90.9,11,4,54.3,99.6,388,0.314,131.2,0,14,,
3799,Nagpur Railway Project #3799,Nagpur,Railway,638.1,74.5,54,16.1,7,10,97.3,71.7,124,0.886,132.5,1,142,,
3800,Pune Railway Project #3800,Pune,Railway,186.5,99.8,68,37.2,2,12,83.9,16.1,29,0.596,76.4,0,14,,
3801,Mumbai Irrigation Project #3801,Mumbai,Irrigation,546.3,41.4,113,38.8,1,5,72.9,46.2,606,0.287,167.3,0,5,,
3802,Nashik Railway Project #3802,Nashik,Railway,56.9,85.0,39,49.1,3,7,27.6,75.7,405,0.94,74.3,1,142,,
3803,Nashik Metro Project #3803,Nashik,Metro,350.8,72.8,13,25.2,1,0,83.8,85.8,774,0.787,80.5,0,4,,
3804,Nashik Highway Project #3804,Nashik,Highway,693.3,72.2,97,54.7,11,6,77.5,83.2,61,0.736,62.1,0,0,,
3805,Pune Irrigation Project #3805,Pune,Irrigation,509.8,39.3,27,69.7,1,7,99.3,98.0,669,0.888,104.9,0,3,,
3806,Nagpur Irrigation Project #3806,Nagpur,Irrigation,979.4,80.7,71,54.8,4,4,22.0,54.0,195,0.77,117.3,0,4,,
3807,Mumbai Railway Project #3807,Mumbai,Railway,880.4,91.0,79,69.9,9,11,74.4,22.6,694,0.287,146.9,0,1,,
3808,Aurangabad Highway Project #3808,Aurangabad,Highway,391.1,29.7,94,16.0,4,9,98.1,68.7,362,0.584,114.8,1,134,,
3809,Nagpur Metro Project #3809,Nagpur,Metro,93.2,66.3,70,88.8,7,14,51.6,16.4,123,0.842,116.1,0,4,,
3810,Pune Railway Project #3810,Pune,Railway,853.3,45.3,66,94.5,8,1,76.0,97.6,523,0.181,74.8,0,2,,
3811,Nagpur Highway Project #3811,Nagpur,Highway,915.7,99.1,28,65.6,1,3,97.8,78.3,555,0.163,121.3,0,7,,
3812,Nagpur Railway Project #3812,Nagpur,Railway,829.6,53.1,99,89.3,0,5,59.3,98.4,291,0.159,116.8,0,14,,
3813,Pune Railway Project #3813,Pune,Railway,171.6,30.5,60,21.8,2,14,72.9,44.0,682,0.194,82.3,0,9,,
3814,Nashik Railway Project #3814,Nashik,Railway,998.0,44.4,102,81.8,5,8,11.8,11.4,179,0.103,82.4,0,13,,
3815,Nashik Railway Project #3815,Nashik,Railway,295.7,68.8,67,20.7,4,1,56.8,56.9,615,0.838,93.9,1,119,,
3816,Mumbai Railway Project #3816,Mumbai,Railway,738.0,16.8,8,46.7,7,14,33.0,20.9,769,0.818,140.8,1,139,,
3817,Mumbai Railway Project #3817,Mumbai,Railway,912.6,64.3,118,39.1,7,3,21.8,71.2,330,0.151,152.0,1,100,,
3818,Nashik Railway Project #3818,Nashik,Railway,273.9,93.8,16,62.7,1,9,73.8,54.8,375,0.706,66.0,0,14,,
3819,Aurangabad Metro Project #3819,Aurangabad,Metro,912.8,86.5,48,37.1,8,4,13.5,77.8,529,0.627,132.9,1,33,,
3820,Nagpur Irrigation Project #3820,Nagpur,Irrigation,344.0,16.1,62,67.4,3,13,91.4,36.2,119,0.276,124.9,0,3,,
3821,Aurangabad Metro Project #3821,Aurangabad,Metro,977.6,99.4,83,43.1,0,15,56.6,84.6,553,0.227,119.3,0,11,,
3822,Nagpur Railway Project #3822,Nagpur,Railway,317.2,72.9,77,87.5,1,7,68.3,68.6,572,0.251,131.8,0,10,,
3823,Nashik Railway Project #3823,Nashik,Railway,955.8,24.6,45,67.0,10,7,32.8,98.9,689,0.731,71.3,0,14,,
3824,Mumbai Metro Project #3824,Mumbai,Metro,100.9,11.1,92,29.4,5,1,26.4,26.1,587,0.319,148.1,1,142,,
3825,Mumbai Metro Project #3825,Mumbai,Metro,723.8,25.4,120,40.3,4,5,31.9,14.6,552,0.278,165.2,1,121,,
3826,Aurangabad Irrigation Project #3826,Aurangabad,Irrigation,555.5,85.4,12,86.3,11,5,30.9,86.6,333,0.022,117.8,0,0,,
3827,Mumbai Metro Project #3827,Mumbai,Metro,504.0,11.9,99,44.8,6,12,87.8,40.5,21,0.908,141.5,1,94,,
3828,Nashik Irrigation Project #3828,Nashik,Irrigation,262.3,31.0,44,58.2,8,14,80.9,48.8,32,0.753,62.8,0,5,,
3829,Aurangabad Railway Project #3829,Aurangabad,Railway,720.3,78.2,52,68.4,5,13,86.7,93.3,170,0.473,106.1,0,10,,
3830,Nagpur Highway Project #3830,Nagpur,Highway,231.3,62.7,16,41.3,5,4,76.1,49.7,273,0.943,131.6,1,46,,
3831,Mumbai Highway Project #3831,Mumbai,Highway,575.2,80.4,46,36.5,1,7,67.9,36.8,711,0.294,164.7,0,0,,
3832,Pune Highway Project #3832,Pune,Highway,290.6,77.2,61,52.8,6,9,57.5,15.4,389,0.675,111.5,0,0,,
3833,Mumbai Highway Project #3833,Mumbai,Highway,957.8,14.6,49,29.3,1,1,33.9,49.9,762,0.305,142.9,0,9,,
3834,Nagpur Railway Project #3834,Nagpur,Railway,77.2,90.3,42,35.6,12,13,73.5,68.9,89,0.315,121.4,1,172,,
3835,Aurangabad Highway Project #3835,Aurangabad,Highway,239.7,30.4,67,15.6,6,12,22.3,34.2,280,0.845,106.0,1,119,,
3836,Nagpur Metro Project #3836,Nagpur,Metro,280.2,59.8,83,37.4,7,1,56.0,74.6,434,0.787,118.2,1,136,,
3837,Pune Metro Project #3837,Pune,Metro,443.4,68.0,74,38.9,11,13,27.6,53.0,625,0.294,99.3,1,159,,
3838,Nashik Highway Project #3838,Nashik,Highway,271.1,25.2,105,96.6,0,6,55.4,87.2,445,0.081,69.5,0,10,,
3839,Mumbai Metro Project #3839,Mumbai,Metro,516.8,97.9,85,63.1,8,8,36.5,24.6,87,0.358,163.2,0,4,,
3840,Aurangabad Irrigation Project #3840,Aurangabad,Irrigation,878.8,53.9,108,80.9,7,2,14.8,78.1,533,0.76,104.8,0,10,,
3841,Nashik Railway Project #3841,Nashik,Railway,726.5,15.2,117,14.1,8,14,55.3,93.9,120,0.101,77.4,1,125,,
3842,Nagpur Highway Project #3842,Nagpur,Highway,601.0,94.4,71,19.6,4,6,26.4,76.7,461,0.672,115.6,1,26,,
3843,Aurangabad Highway Project #3843,Aurangabad,Highway,134.6,62.8,27,83.3,12,2,24.5,46.5,423,0.89,91.6,0,8,,
3844,Nashik Railway Project #3844,Nashik,Railway,709.3,72.9,44,66.1,3,11,44.6,30.7,269,0.179,59.8,0,3,,
3845,Aurangabad Metro Project #3845,Aurangabad,Metro,208.1,57.3,40,27.2,0,5,42.6,18.9,360,0.862,111.2,0,3,,
3846,Pune Railway Project #3846,Pune,Railway,797.0,85.1,93,46.4,8,2,88.0,67.8,717,0.051,109.2,1,62,,
3847,Pune Railway Project #3847,Pune,Railway,287.6,13.0,96,58.5,3,0,60.8,22.9,193,0.667,85.4,0,10,,
3848,Mumbai Metro Project #3848,Mumbai,Metro,446.2,34.2,96,85.9,3,5,86.9,85.4,667,0.791,148.3,0,6,,
3849,Mumbai Railway Project #3849,Mumbai,Railway,382.9,52.3,110,15.4,3,10,23.2,96.5,184,0.445,154.9,1,133,,
3850,Pune Metro Project #3850,Pune,Metro,865.9,16.9,117,63.7,1,2,42.2,22.2,721,0.204,84.0,0,8,,
3851,Aurangabad Metro Project #3851,Aurangabad,Metro,170.2,73.5,35,74.5,11,0,60.0,43.8,709,0.925,105.2,0,6,,
3852,Pune Railway Project #3852,Pune,Railway,587.4,45.4,90,98.0,10,15,23.8,94.4,627,0.02,90.7,0,7,,
3853,Mumbai Irrigation Project #3853,Mumbai,Irrigation,185.0,34.5,83,82.6,12,4,21.5,52.4,395,0.555,145.6,0,9,,
3854,Pune Metro Project #3854,Pune,Metro,719.6,10.3,32,34.9,3,7,69.5,58.2,594,0.373,72.2,1,60,,
3855,Pune Railway Project #3855,Pune,Railway,909.8,74.8,24,73.9,1,7,68.8,77.3,281,0.461,83.5,0,6,,
3856,Aurangabad Metro Project #3856,Aurangabad,Metro,462.9,85.0,107,78.7,7,7,31.1,28.9,735,0.537,116.1,0,8,,
3857,Nashik Irrigation Project #3857,Nashik,Irrigation,513.7,45.6,106,75.7,6,2,30.4,98.1,195,0.535,76.5,0,5,,
3858,Mumbai Irrigation Project #3858,Mumbai,Irrigation,931.1,60.8,18,83.8,10,14,77.1,80.3,661,0.204,163.4,0,10,,
3859,Aurangabad Highway Project #3859,Aurangabad,Highway,544.9,30.5,46,91.3,9,7,20.5,24.5,176,0.68,122.6,0,8,,
3860,Pune Metro Project #3860,Pune,Metro,513.2,66.0,84,18.9,1,3,93.1,20.0,152,0.019,81.0,0,2,,
3861,Pune Metro Project #3861,Pune,Metro,599.4,11.1,105,19.4,1,14,94.9,94.1,502,0.021,82.5,0,3,,
3862,Nashik Railway Project #3862,Nashik,Railway,704.8,54.0,32,81.7,1,7,88.4,71.7,81,0.478,63.0,0,8,,
3863,Mumbai Metro Project #3863,Mumbai,Metro,151.5,68.0,119,32.7,0,2,29.0,13.5,353,0.542,148.5,0,1,,
3864,Mumbai Highway Project #3864,Mumbai,Highway,830.1,92.6,66,15.3,12,15,11.5,22.8,508,0.275,143.8,1,175,,
3865,Nagpur Irrigation Project #3865,Nagpur,Irrigation,463.7,44.3,13,46.1,5,2,94.3,14.3,156,0.552,118.3,1,121,,
3866,Mumbai Irrigation Project #3866,Mumbai,Irrigation,118.7,78.9,78,83.8,5,0,41.0,97.7,622,0.516,141.3,0,9,,
3867,Nashik Highway Project #3867,Nashik,Highway,796.9,63.8,32,21.4,0,7,37.9,54.8,510,0.349,77.8,0,7,,
3868,Nagpur Metro Project #3868,Nagpur,Metro,408.1,93.4,41,70.5,10,7,33.6,51.6,347,0.652,110.5,0,10,,
3869,Nagpur Metro Project #3869,Nagpur,Metro,145.3,45.9,85,10.3,0,8,32.0,96.0,94,0.958,110.0,1,86,,
3870,Pune Highway Project #3870,Pune,Highway,652.1,38.7,64,19.9,5,5,76.1,55.4,152,0.491,95.2,1,140,,
3871,Pune Railway Project #3871,Pune,Railway,886.1,89.8,94,41.6,10,11,91.7,56.6,320,0.786,97.2,1,25,,
3872,Mumbai Irrigation Project #3872,Mumbai,Irrigation,893.4,14.4,46,17.5,5,1,80.7,98.6,378,0.248,147.7,1,69,,
3873,Nagpur Highway Project #3873,Nagpur,Highway,959.8,22.3,34,86.1,3,0,70.7,20.0,716,0.762,128.7,0,0,,
3874,Pune Highway Project #3874,Pune,Highway,874.3,17.4,116,87.8,2,7,35.9,98.7,705,0.649,98.0,0,13,,
3875,Nashik Metro Project #3875,Nashik,Metro,52.0,85.9,83,78.0,8,9,59.2,24.9,450,0.64,89.0,0,2,,
3876,Pune Irrigation Project #3876,Pune,Irrigation,411.2,11.0,31,31.8,5,15,31.3,52.6,76,0.893,97.3,1,118,,
3877,Pune Metro Project #3877,Pune,Metro,827.6,87.5,54,57.1,0,3,20.0,40.4,743,0.233,107.1,0,5,,
3878,Nagpur Highway Project #3878,Nagpur,Highway,397.9,50.6,53,26.6,2,10,20.8,96.0,783,0.368,120.6,0,12,,
3879,Nagpur Railway Project #3879,Nagpur,Railway,621.5,10.4,75,35.3,0,13,64.3,53.7,543,0.083,134.0,0,10,,
3880,Aurangabad Irrigation Project #3880,Aurangabad,Irrigation,626.0,46.1,50,56.4,2,10,13.5,12.1,350,0.726,124.2,0,10,,
3881,Nashik Highway Project #3881,Nashik,Highway,396.8,26.8,79,76.2,1,6,97.6,30.0,687,0.844,68.6,0,11,,
3882,Nagpur Highway Project #3882,Nagpur,Highway,909.3,66.2,58,18.5,4,13,99.6,48.8,111,0.406,113.1,1,75,,
3883,Mumbai Railway Project #3883,Mumbai,Railway,528.1,71.1,71,36.7,2,9,23.4,70.9,323,0.357,144.9,1,21,,
3884,Nashik Highway Project #3884,Nashik,Highway,491.5,53.9,119,93.4,6,14,48.5,60.6,119,0.659,74.2,0,11,,
3885,Nashik Highway Project #3885,Nashik,Highway,997.6,13.6,13,48.6,7,11,79.1,86.5,441,0.076,58.5,1,93,,
3886,Nagpur Irrigation Project #3886,Nagpur,Irrigation,518.8,69.1,17,94.5,6,3,96.0,84.6,351,0.294,115.5,0,5,,
3887,Nashik Irrigation Project #3887,Nashik,Irrigation,219.5,85.8,54,99.2,1,0,90.2,63.1,188,0.366,82.0,0,14,,
3888,Nagpur Irrigation Project #3888,Nagpur,Irrigation,537.4,74.8,93,57.4,9,7,32.9,61.4,688,0.519,126.7,0,10,,
3889,Pune Metro Project #3889,Pune,Metro,823.3,84.7,96,35.9,9,9,17.7,35.0,143,0.477,66.5,1,170,,
3890,Aurangabad Railway Project #3890,Aurangabad,Railway,788.0,28.0,97,81.2,6,13,36.0,96.2,39,0.209,96.7,0,6,,
3891,Pune Irrigation Project #3891,Pune,Irrigation,799.2,90.0,55,24.3,9,8,49.4,16.9,482,0.541,111.6,1,148,,
3892,Nagpur Metro Project #3892,Nagpur,Metro,722.6,39.0,107,32.7,2,9,42.4,45.7,394,0.926,131.8,1,152,,
3893,Nagpur Metro Project #3893,Nagpur,Metro,291.5,11.2,48,80.6,6,14,79.6,69.5,607,0.027,114.2,0,9,,
3894,Pune Railway Project #3894,Pune,Railway,869.0,85.9,97,49.0,0,8,33.2,95.1,18,0.68,75.1,0,7,,
3895,Mumbai Railway Project #3895,Mumbai,Railway,898.8,94.8,59,28.1,1,8,87.3,55.1,145,0.625,137.5,0,7,,
3896,Mumbai Highway Project #3896,Mumbai,Highway,234.4,69.0,112,68.6,11,11,30.3,90.6,299,0.924,155.1,0,14,,
3897,Mumbai Metro Project #3897,Mumbai,Metro,173.9,30.8,52,75.9,9,11,42.5,19.4,657,0.645,169.8,0,10,,
3898,Nagpur Irrigation Project #3898,Nagpur,Irrigation,976.8,32.7,70,21.3,0,10,50.3,57.8,661,0.625,139.1,0,2,,
3899,Nashik Railway Project #3899,Nashik,Railway,874.9,52.0,5,34.9,8,10,36.2,38.4,52,0.77,54.2,1,157,,
3900,Nagpur Metro Project #3900,Nagpur,Metro,898.6,90.8,69,29.9,12,11,79.0,81.6,114,0.268,117.0,1,179,,
3901,Nashik Irrigation Project #3901,Nashik,Irrigation,892.1,23.5,85,44.2,12,3,46.9,50.0,40,0.596,61.4,1,16,,
3902,Pune Metro Project #3902,Pune,Metro,564.6,84.3,7,78.7,1,14,89.8,52.8,691,0.519,91.4,0,10,,
3903,Aurangabad Railway Project #3903,Aurangabad,Railway,664.1,36.2,100,74.2,1,15,96.7,15.8,682,0.438,96.7,1,138,,
3904,Nashik Highway Project #3904,Nashik,Highway,568.1,82.8,14,69.6,5,8,87.4,49.4,796,0.079,64.5,0,1,,
3905,Mumbai Metro Project #3905,Mumbai,Metro,98.6,92.8,25,10.6,6,10,57.0,17.3,774,0.293,141.3,1,83,,
3906,Nagpur Irrigation Project #3906,Nagpur,Irrigation,758.2,48.5,38,22.8,12,3,55.9,37.0,228,0.28,125.2,1,85,,
3907,Pune Railway Project #3907,Pune,Railway,530.1,42.9,2,30.1,1,1,29.4,21.4,122,0.724,84.9,0,5,,
3908,Mumbai Highway Project #3908,Mumbai,Highway,665.3,82.2,56,34.5,3,9,63.3,40.1,741,0.921,146.3,1,161,,
3909,Pune Irrigation Project #3909,Pune,Irrigation,527.5,57.7,9,23.2,2,2,95.7,30.5,704,0.231,95.1,0,3,,
3910,Aurangabad Irrigation Project #3910,Aurangabad,Irrigation,517.2,71.6,2,46.9,12,1,17.3,35.7,269,0.075,126.4,1,45,,
3911,Nagpur Irrigation Project #3911,Nagpur,Irrigation,213.2,66.1,93,16.8,4,13,77.7,23.4,21,1.0,141.2,1,28,,
3912,Nagpur Metro Project #3912,Nagpur,Metro,314.8,23.8,45,77.5,8,0,88.3,49.6,480,0.691,124.6,0,12,,
3913,Aurangabad Railway Project #3913,Aurangabad,Railway,200.9,86.0,21,80.9,1,10,98.8,54.8,349,0.886,109.1,0,1,,
3914,Nagpur Irrigation Project #3914,Nagpur,Irrigation,235.9,27.6,66,61.7,12,5,40.1,85.3,255,0.144,133.2,0,11,,
3915,Nashik Metro Project #3915,Nashik,Metro,974.3,93.9,64,18.1,4,3,42.0,58.5,259,0.801,81.7,1,84,,
3916,Pune Railway Project #3916,Pune,Railway,195.5,32.6,96,90.1,7,6,30.7,30.6,579,0.813,98.8,0,11,,
3917,Mumbai Railway Project #3917,Mumbai,Railway,305.8,76.0,18,96.9,5,6,81.0,76.2,518,0.151,134.2,0,7,,
3918,Aurangabad Metro Project #3918,Aurangabad,Metro,611.1,35.6,99,28.2,3,13,22.6,36.8,313,0.161,122.1,1,88,,
3919,Nashik Metro Project #3919,Nashik,Metro,629.7,38.6,61,73.4,9,9,34.1,78.1,522,0.295,73.6,0,4,,
3920,Mumbai Irrigation Project #3920,Mumbai,Irrigation,196.3,37.9,97,85.8,7,0,36.6,44.8,370,0.217,141.1,0,1,,
3921,Mumbai Railway Project #3921,Mumbai,Railway,804.0,77.3,56,58.6,2,11,43.7,56.2,724,0.975,143.3,0,9,,
3922,Aurangabad Highway Project #3922,Aurangabad,Highway,795.9,60.1,94,39.1,3,12,47.9,55.3,53,0.363,115.8,1,90,,
3923,Nashik Metro Project #3923,Nashik,Metro,275.5,89.5,106,53.1,10,8,60.3,96.0,328,0.761,44.9,0,9,,
3924,Mumbai Railway Project #3924,Mumbai,Railway,324.2,37.7,87,56.1,8,7,95.4,23.8,616,0.805,148.7,0,10,,
3925,Mumbai Railway Project #3925,Mumbai,Railway,941.1,72.3,75,46.1,4,9,32.3,94.5,498,0.386,143.4,1,148,,
3926,Nashik Irrigation Project #3926,Nashik,Irrigation,834.4,77.8,12,93.7,5,0,80.1,60.6,303,0.683,62.4,0,1,,
3927,Nagpur Highway Project #3927,Nagpur,Highway,712.9,23.6,15,76.9,11,14,70.9,99.4,518,0.108,115.4,0,3,,
3928,Mumbai Irrigation Project #3928,Mumbai,Irrigation,128.1,46.1,15,31.7,10,12,20.4,61.6,530,0.397,135.2,1,86,,
3929,Pune Highway Project #3929,Pune,Highway,447.4,53.5,114,62.7,1,7,82.9,69.1,783,0.967,100.5,0,13,,
3930,Nashik Highway Project #3930,Nashik,Highway,581.3,42.0,118,72.0,8,4,18.2,77.5,335,0.169,48.7,0,5,,
3931,Mumbai Metro Project #3931,Mumbai,Metro,228.0,39.0,51,22.6,7,0,76.5,84.0,262,0.386,151.7,1,98,,
3932,Aurangabad Railway Project #3932,Aurangabad,Railway,475.8,71.8,116,42.3,6,14,74.4,53.0,317,0.791,101.5,1,118,,
3933,Pune Railway Project #3933,Pune,Railway,621.0,29.4,83,91.5,8,3,72.0,71.1,332,0.665,109.8,0,10,,
3934,Mumbai Railway Project #3934,Mumbai,Railway,361.0,73.8,40,61.0,4,6,34.9,65.3,617,0.632,150.2,0,3,,
3935,Pune Highway Project #3935,Pune,Highway,791.9,94.2,47,29.5,4,13,61.6,46.6,651,0.853,68.8,1,169,,
3936,Pune Railway Project #3936,Pune,Railway,848.4,60.9,90,21.1,10,11,78.5,83.9,45,0.029,95.5,1,18,,
3937,Nagpur Metro Project #3937,Nagpur,Metro,357.4,65.0,38,56.6,10,4,67.4,27.3,626,0.771,109.1,0,0,,
3938,Pune Highway Project #3938,Pune,Highway,846.7,16.2,12,59.3,8,10,82.4,25.0,720,0.883,99.8,0,5,,
3939,Nagpur Highway Project #3939,Nagpur,Highway,148.4,87.8,3,40.1,10,2,71.9,76.3,300,0.016,126.2,0,9,,
3940,Nashik Highway Project #3940,Nashik,Highway,845.8,35.7,95,66.7,4,11,34.7,67.4,551,0.559,84.7,0,0,,
3941,Nagpur Highway Project #3941,Nagpur,Highway,195.1,65.4,108,16.2,8,10,23.8,38.6,614,0.349,121.9,1,62,,
3942,Aurangabad Metro Project #3942,Aurangabad,Metro,128.8,98.1,103,23.1,0,3,66.9,67.2,498,0.051,118.2,0,6,,
3943,Mumbai Railway Project #3943,Mumbai,Railway,659.7,63.6,97,59.2,9,1,78.4,79.4,245,0.418,150.4,0,0,,
3944,Nashik Metro Project #3944,Nashik,Metro,498.3,75.2,102,15.6,9,7,22.8,29.5,394,0.644,64.1,1,114,,
3945,Nashik Railway Project #3945,Nashik,Railway,912.5,50.1,42,89.3,10,11,25.7,62.3,370,0.919,80.7,0,12,,
3946,Aurangabad Metro Project #3946,Aurangabad,Metro,395.0,15.4,80,22.8,7,1,11.1,84.2,716,0.621,97.7,1,33,,
3947,Nagpur Irrigation Project #3947,Nagpur,Irrigation,322.8,81.8,87,70.7,2,13,57.9,47.0,265,0.857,119.6,1,140,,
3948,Mumbai Irrigation Project #3948,Mumbai,Irrigation,525.7,13.1,92,45.2,12,12,58.8,61.5,368,0.122,144.3,1,25,,
3949,Nagpur Irrigation Project #3949,Nagpur,Irrigation,483.1,73.1,45,46.0,7,10,55.0,17.1,552,0.211,128.4,1,17,,
3950,Pune Irrigation Project #3950,Pune,Irrigation,377.2,12.1,91,78.8,4,5,38.4,84.7,34,0.97,80.5,0,5,,
3951,Nagpur Highway Project #3951,Nagpur,Highway,709.1,87.6,108,55.0,1,13,48.5,81.7,10,0.887,115.9,0,14,,
3952,Nashik Highway Project #3952,Nashik,Highway,771.6,24.2,46,75.3,8,6,79.0,51.1,367,0.235,70.4,0,13,,
3953,Mumbai Metro Project #3953,Mumbai,Metro,860.3,56.3,85,55.5,3,6,26.4,20.7,127,0.621,164.9,1,44,,
3954,Nagpur Metro Project #3954,Nagpur,Metro,974.2,63.7,91,63.4,6,12,28.1,69.4,488,0.363,114.7,0,8,,
3955,Mumbai Irrigation Project #3955,Mumbai,Irrigation,303.3,51.2,52,78.5,11,0,70.0,61.6,686,0.469,146.0,0,1,,
3956,Mumbai Railway Project #3956,Mumbai,Railway,730.3,40.7,24,64.7,7,7,88.0,92.8,468,0.861,136.5,0,6,,
3957,Pune Irrigation Project #3957,Pune,Irrigation,424.5,52.1,40,65.4,6,8,40.6,35.2,122,0.736,80.2,0,3,,
3958,Pune Metro Project #3958,Pune,Metro,693.2,38.0,2,81.0,10,13,93.9,12.9,204,0.238,94.1,0,12,,
3959,Nashik Irrigation Project #3959,Nashik,Irrigation,502.2,49.4,120,95.4,5,13,15.2,32.9,661,0.316,70.3,0,10,,
3960,Aurangabad Metro Project #3960,Aurangabad,Metro,994.1,42.3,76,43.9,11,6,20.7,48.5,29,0.29,110.5,1,92,,
3961,Mumbai Irrigation Project #3961,Mumbai,Irrigation,742.5,61.0,94,61.9,6,12,51.4,24.0,295,0.781,167.4,1,139,,
3962,Aurangabad Railway Project #3962,Aurangabad,Railway,954.9,31.4,12,17.8,3,7,75.1,98.2,467,0.49,93.3,1,83,,
3963,Nashik Irrigation Project #3963,Nashik,Irrigation,843.2,99.0,104,42.3,9,3,43.4,30.0,752,0.951,93.2,1,178,,
3964,Mumbai Railway Project #3964,Mumbai,Railway,907.8,55.1,17,47.1,0,11,59.9,71.0,457,0.817,161.8,0,5,,
3965,Mumbai Railway Project #3965,Mumbai,Railway,823.7,27.5,36,85.2,4,7,12.6,50.9,600,0.211,146.7,0,14,,
3966,Aurangabad Metro Project #3966,Aurangabad,Metro,486.2,52.9,42,56.2,7,2,51.6,60.0,649,0.786,113.9,0,7,,
3967,Nagpur Railway Project #3967,Nagpur,Railway,289.2,88.0,33,75.8,9,12,31.8,93.9,94,0.506,113.2,0,6,,
3968,Pune Highway Project #3968,Pune,Highway,401.8,12.0,80,11.7,5,0,56.5,57.8,585,0.254,93.2,1,46,,
3969,Nagpur Highway Project #3969,Nagpur,Highway,69.2,71.2,54,51.8,4,12,57.3,37.5,283,0.363,141.5,0,4,,
